tagname,timestamp,Hz,Phasa-A (kV),Phasa-B (kV),Phasa-C (kV),VindhyachalVol_A,VindhyachalVol_B,VindhyachalVol_C,,Vindhyachal,Kanpur,Dadri,Moga
VINDHYACHAL.FREQ,23:48:22.760,49.68768,232.6103,235.4989,234.3313,232610.3,235498.9,234331.3,,0.00456,0.00902,0.0134051,0.0001416
VINDHYACHAL.FREQ,23:48:22.800,49.68781,232.6108,235.5003,234.3299,232610.8,235500.3,234329.9,,0.00000,0.00405,0.0011563,0.0094652
VINDHYACHAL.FREQ,23:48:22.840,49.68765,232.6014,235.4943,234.3264,232601.4,235494.3,234326.4,,-0.00779,0.00000,0.0091568,0
VINDHYACHAL.FREQ,23:48:22.880,49.68759,232.5761,235.4782,234.3017,232576.1,235478.2,234301.7,,0.00000,0.00138,0.006023,0.0067294
VINDHYACHAL.FREQ,23:48:22.920,49.68769,232.5641,235.457,234.2851,232564.1,235457,234285.1,,0.00483,0.00034,0.0014052,-0.0002727
VINDHYACHAL.FREQ,23:48:22.960,49.68768,232.5545,235.4513,234.2806,232554.5,235451.3,234280.6,,-0.00174,0.00184,0.0116646,0.0064105
VINDHYACHAL.FREQ,23:48:23.000,49.68788,232.5567,235.4401,234.28,232556.7,235440.1,234280,,0.00774,0.00455,-0.0050321,0.0008732
VINDHYACHAL.FREQ,23:48:23.040,49.6883,232.5555,235.4374,234.2793,232555.5,235437.4,234279.3,,0.01447,0.00039,-0.0112295,-0.0027195
VINDHYACHAL.FREQ,23:48:23.080,49.68881,232.5939,235.4802,234.3226,232593.9,235480.2,234322.6,,0.01155,0.00463,0.0003427,0.0037253
VINDHYACHAL.FREQ,23:48:23.120,49.68914,232.6054,235.4841,234.3255,232605.4,235484.1,234325.5,,0.00986,0.00308,0.0017747,-0.0000015
VINDHYACHAL.FREQ,23:48:23.160,49.6894,232.6126,235.4961,234.3375,232612.6,235496.1,234337.5,,0.00320,0.00211,0,0
VINDHYACHAL.FREQ,23:48:23.200,49.68935,232.6292,235.4951,234.342,232629.2,235495.1,234342,,-0.00228,0.00170,0.0114009,0.0058725
VINDHYACHAL.FREQ,23:48:23.240,49.68925,232.6106,235.4903,234.3298,232610.6,235490.3,234329.8,,0.00006,0.00330,0.0103757,0.0065535
VINDHYACHAL.FREQ,23:48:23.280,49.68914,232.5712,235.448,234.292,232571.2,235448,234292,,-0.00494,0.00110,0.0095725,-0.0000179
VINDHYACHAL.FREQ,23:48:23.320,49.68896,232.5485,235.4224,234.2612,232548.5,235422.4,234261.2,,-0.00613,0.00016,0.0057936,0.0018358
VINDHYACHAL.FREQ,23:48:23.360,49.68896,232.552,235.4252,234.2752,232552,235425.2,234275.2,,0.00000,0.00075,-0.0002131,0
VINDHYACHAL.FREQ,23:48:23.400,49.68922,232.543,235.4204,234.2634,232543,235420.4,234263.4,,0.00511,0.00030,-0.0065699,-0.0010416
VINDHYACHAL.FREQ,23:48:23.440,49.68929,232.5641,235.4422,234.2848,232564.1,235442.2,234284.8,,0.00086,-0.00018,-0.0059858,-0.0039205
VINDHYACHAL.FREQ,23:48:23.480,49.68957,232.5575,235.4513,234.2945,232557.5,235451.3,234294.5,,0.00945,0.00539,-0.0066578,0.0050858
VINDHYACHAL.FREQ,23:48:23.520,49.6898,232.5624,235.4378,234.2883,232562.4,235437.8,234288.3,,0.00184,0.00000,-0.0038683,-0.0026315
VINDHYACHAL.FREQ,23:48:23.560,49.68954,232.6068,235.5013,234.3341,232606.8,235501.3,234334.1,,-0.00830,0.00027,0.0028074,0.0000015
VINDHYACHAL.FREQ,23:48:23.600,49.68953,232.5893,235.486,234.3261,232589.3,235486,234326.1,,0.00277,0.00535,0.0072598,0.0041485
VINDHYACHAL.FREQ,23:48:23.640,49.68949,232.5849,235.4568,234.3078,232584.9,235456.8,234307.8,,-0.00237,-0.00143,0.0054762,0.0031263
VINDHYACHAL.FREQ,23:48:23.680,49.68929,232.5886,235.4608,234.3026,232588.6,235460.8,234302.6,,-0.00350,0.00014,0.0135467,0.0022426
VINDHYACHAL.FREQ,23:48:23.720,49.68922,232.5412,235.4158,234.2647,232541.2,235415.8,234264.7,,-0.00110,0.00219,0.0010774,0.0010595
VINDHYACHAL.FREQ,23:48:23.760,49.68932,232.5305,235.4056,234.2434,232530.5,235405.6,234243.4,,0.00222,-0.00493,-0.0099793,-0.0015184
VINDHYACHAL.FREQ,23:48:23.800,49.68931,232.547,235.4384,234.2587,232547,235438.4,234258.7,,-0.00018,0.00034,-0.0006884,0
VINDHYACHAL.FREQ,23:48:23.840,49.68941,232.5427,235.413,234.2478,232542.7,235413,234247.8,,0.00364,0.00205,-0.0060573,-0.0024736
VINDHYACHAL.FREQ,23:48:23.880,49.68966,232.5494,235.4261,234.2621,232549.4,235426.1,234262.1,,0.00652,-0.00429,-0.0134915,-0.0071347
VINDHYACHAL.FREQ,23:48:23.920,49.68972,232.5729,235.4467,234.304,232572.9,235446.7,234304,,0.00041,0.00314,0.0011638,-0.0003517
VINDHYACHAL.FREQ,23:48:23.960,49.68992,232.5785,235.45,234.2881,232578.5,235450,234288.1,,0.00645,0.00242,-0.0002295,0.0043288
VINDHYACHAL.FREQ,23:48:24.000,49.69006,232.5819,235.451,234.2886,232581.9,235451,234288.6,,0.00097,-0.00122,-0.0032052,-0.0012353
VINDHYACHAL.FREQ,23:48:24.040,49.68988,232.5863,235.46,234.3076,232586.3,235460,234307.6,,-0.00586,0.00332,0.0130057,0.0010684
VINDHYACHAL.FREQ,23:48:24.080,49.6897,232.5425,235.4232,234.2596,232542.5,235423.2,234259.6,,-0.00487,0.00193,0.0106752,0.0019774
VINDHYACHAL.FREQ,23:48:24.120,49.68966,232.5149,235.3949,234.2361,232514.9,235394.9,234236.1,,-0.00055,-0.00162,0.0002638,-0.0003442
VINDHYACHAL.FREQ,23:48:24.160,49.68954,232.4985,235.3783,234.2225,232498.5,235378.3,234222.5,,0.00000,0.00294,0.0097394,0.0006974
VINDHYACHAL.FREQ,23:48:24.200,49.68958,232.4697,235.3496,234.1995,232469.7,235349.6,234199.5,,0.00194,0.00111,0,0.0008732
VINDHYACHAL.FREQ,23:48:24.240,49.68985,232.4868,235.376,234.2039,232486.8,235376,234203.9,,0.00546,-0.00016,-0.0083953,0
VINDHYACHAL.FREQ,23:48:24.280,49.69014,232.506,235.394,234.2299,232506,235394,234229.9,,0.00872,0.00299,-0.0057667,0.003092
VINDHYACHAL.FREQ,23:48:24.320,49.69052,232.5127,235.3889,234.2397,232512.7,235388.9,234239.7,,0.00654,0.00250,-0.0111699,0.0011384
VINDHYACHAL.FREQ,23:48:24.360,49.69053,232.5449,235.4272,234.2566,232544.9,235427.2,234256.6,,0.00000,-0.00240,-0.0000015,-0.0047773
VINDHYACHAL.FREQ,23:48:24.400,49.69043,232.5621,235.4401,234.2717,232562.1,235440.1,234271.7,,-0.00309,0.00432,0.0067621,0.0016078
VINDHYACHAL.FREQ,23:48:24.440,49.69048,232.541,235.4196,234.2473,232541,235419.6,234247.3,,0.00229,0.00065,0.0065267,0.0064105
VINDHYACHAL.FREQ,23:48:24.480,49.69032,232.5238,235.4142,234.2471,232523.8,235414.2,234247.1,,-0.00599,0.00138,0.0111625,0.0031441
VINDHYACHAL.FREQ,23:48:24.520,49.69016,232.4912,235.3805,234.2161,232491.2,235380.5,234216.1,,-0.00310,0.00439,0.0120372,0.0064373
VINDHYACHAL.FREQ,23:48:24.560,49.69027,232.4826,235.3407,234.1882,232482.6,235340.7,234188.2,,0.00417,0.00000,0,0.0017434
VINDHYACHAL.FREQ,23:48:24.600,49.69025,232.4932,235.3593,234.2054,232493.2,235359.3,234205.4,,-0.00220,0.00000,0.0004768,0.0023663
VINDHYACHAL.FREQ,23:48:24.640,49.69024,232.5115,235.3837,234.2178,232511.5,235383.7,234217.8,,0.00000,0.00622,0.0060633,0.0050336
VINDHYACHAL.FREQ,23:48:24.680,49.69049,232.4881,235.3593,234.2075,232488.1,235359.3,234207.5,,0.00861,0.00028,-0.012438,-0.0020087
VINDHYACHAL.FREQ,23:48:24.720,49.69071,232.5311,235.403,234.2347,232531.1,235403,234234.7,,0.00470,0.00134,-0.0046924,0.0044316
VINDHYACHAL.FREQ,23:48:24.760,49.6909,232.5412,235.4215,234.2543,232541.2,235421.5,234254.3,,0.00488,0.00425,0.0144422,0.0066638
VINDHYACHAL.FREQ,23:48:24.800,49.69102,232.5375,235.417,234.2464,232537.5,235417,234246.4,,0.00068,-0.00074,-0.0065506,0.0059381
VINDHYACHAL.FREQ,23:48:24.840,49.69097,232.5666,235.4375,234.281,232566.6,235437.5,234281,,-0.00245,0.00286,0.0048548,0.0027552
VINDHYACHAL.FREQ,23:48:24.880,49.69085,232.5628,235.4411,234.2723,232562.8,235441.1,234272.3,,-0.00331,0.00586,0.0134662,0.0063285
VINDHYACHAL.FREQ,23:48:24.920,49.69083,232.5265,235.412,234.2303,232526.5,235412,234230.3,,-0.00039,0.00305,0.0074103,0.0052646
VINDHYACHAL.FREQ,23:48:24.960,49.69082,232.5202,235.4091,234.2391,232520.2,235409.1,234239.1,,0.00000,0.00200,0.0038907,0.0059292
VINDHYACHAL.FREQ,23:48:25.000,49.69083,232.5156,235.3948,234.2178,232515.6,235394.8,234217.8,,0.00046,0.00252,0,0.0025511
VINDHYACHAL.FREQ,23:48:25.040,49.69103,232.5221,235.3887,234.2217,232522.1,235388.7,234221.7,,0.00633,0.00117,-0.0039771,0
VINDHYACHAL.FREQ,23:48:25.080,49.69126,232.5417,235.4221,234.2615,232541.7,235422.1,234261.5,,0.00532,0.00100,0,0.0000328
VINDHYACHAL.FREQ,23:48:25.120,49.69151,232.5418,235.4285,234.2627,232541.8,235428.5,234262.7,,0.00646,0.00328,-0.0006646,0.0058949
VINDHYACHAL.FREQ,23:48:25.160,49.69178,232.5559,235.428,234.2638,232555.9,235428,234263.8,,0.00705,0.00311,-0.007996,-0.0014961
VINDHYACHAL.FREQ,23:48:25.200,49.69206,232.6165,235.4806,234.3148,232616.5,235480.6,234314.8,,0.00676,0.00448,0.0054538,0.0037417
VINDHYACHAL.FREQ,23:48:25.240,49.69221,232.6037,235.4817,234.3099,232603.7,235481.7,234309.9,,0.00385,0.00348,0.0137925,0.0062287
VINDHYACHAL.FREQ,23:48:25.280,49.6923,232.5891,235.4646,234.3033,232589.1,235464.6,234303.3,,0.00066,0.00405,0.0064567,0.0021845
VINDHYACHAL.FREQ,23:48:25.320,49.69225,232.5654,235.4481,234.2822,232565.4,235448.1,234282.2,,-0.00255,0.00367,0.015004,0.0041261
VINDHYACHAL.FREQ,23:48:25.360,49.69222,232.5387,235.4189,234.2403,232538.7,235418.9,234240.3,,0.00038,0.00283,0.0041544,0.0055373
VINDHYACHAL.FREQ,23:48:25.400,49.69234,232.5357,235.4145,234.2437,232535.7,235414.5,234243.7,,0.00548,0.00317,0,0.0026464
VINDHYACHAL.FREQ,23:48:25.440,49.6926,232.5518,235.4318,234.2714,232551.8,235431.8,234271.4,,0.00620,0.00235,0.0052974,0.0014439
VINDHYACHAL.FREQ,23:48:25.480,49.69294,232.5445,235.4199,234.2473,232544.5,235419.9,234247.3,,0.00970,0.00548,-0.0031546,0.0010058
VINDHYACHAL.FREQ,23:48:25.520,49.69331,232.5445,235.4089,234.262,232544.5,235408.9,234262,,0.00662,0.00117,-0.0141472,-0.0013471
VINDHYACHAL.FREQ,23:48:25.560,49.69358,232.5914,235.4639,234.309,232591.4,235463.9,234309,,0.00718,0.00329,0.0024065,0.0031441
VINDHYACHAL.FREQ,23:48:25.600,49.69377,232.5893,235.4657,234.2974,232589.3,235465.7,234297.4,,0.00464,0.00437,0.0128597,0.0026554
VINDHYACHAL.FREQ,23:48:25.640,49.69377,232.6003,235.4843,234.3167,232600.3,235484.3,234316.7,,0.00000,0.00387,-0.0030726,0.0002354
VINDHYACHAL.FREQ,23:48:25.680,49.69368,232.6135,235.5007,234.3351,232613.5,235500.7,234335.1,,-0.00434,0.00676,0.0153929,0.0064954
VINDHYACHAL.FREQ,23:48:25.720,49.69354,232.556,235.4388,234.2745,232556,235438.8,234274.5,,-0.00249,0.00174,0.0102878,0.0024319
VINDHYACHAL.FREQ,23:48:25.760,49.69355,232.5482,235.4164,234.2549,232548.2,235416.4,234254.9,,0.00000,0.00016,-0.00166,-0.0000522
VINDHYACHAL.FREQ,23:48:25.800,49.69353,232.5317,235.4197,234.2522,232531.7,235419.7,234252.2,,-0.00119,0.00293,0.0091434,0.0049889
VINDHYACHAL.FREQ,23:48:25.840,49.6937,232.5267,235.4108,234.2368,232526.7,235410.8,234236.8,,0.00535,0.00242,0,0.0003263
VINDHYACHAL.FREQ,23:48:25.880,49.694,232.5328,235.4147,234.2481,232532.8,235414.7,234248.1,,0.00830,0.00042,-0.0112757,-0.0062704
VINDHYACHAL.FREQ,23:48:25.920,49.69423,232.5373,235.42,234.2627,232537.3,235420,234262.7,,0.00604,0.00028,-0.0059381,0.0073835
VINDHYACHAL.FREQ,23:48:25.960,49.69442,232.5666,235.4389,234.2667,232566.6,235438.9,234266.7,,0.00452,-0.00012,-0.0043884,0.0052005
VINDHYACHAL.FREQ,23:48:26.000,49.69464,232.6042,235.4939,234.3177,232604.2,235493.9,234317.7,,0.00451,0.00245,0,0
VINDHYACHAL.FREQ,23:48:26.040,49.6946,232.5935,235.4776,234.3011,232593.5,235477.6,234301.1,,-0.00234,0.00000,0.0120878,0.0017643
VINDHYACHAL.FREQ,23:48:26.080,49.69459,232.5941,235.4714,234.3064,232594.1,235471.4,234306.4,,0.00274,0.00277,0.0083789,0.0076309
VINDHYACHAL.FREQ,23:48:26.120,49.69456,232.5802,235.4628,234.2964,232580.2,235462.8,234296.4,,-0.00307,0.00200,0.0092104,-0.0003621
VINDHYACHAL.FREQ,23:48:26.160,49.69418,232.544,235.4201,234.2571,232544,235420.1,234257.1,,-0.00965,0.00169,0.0045463,0.0047684
VINDHYACHAL.FREQ,23:48:26.200,49.69415,232.5226,235.4014,234.2352,232522.6,235401.4,234235.2,,0.00000,-0.00075,-0.0008643,0.0010237
VINDHYACHAL.FREQ,23:48:26.240,49.69441,232.5337,235.4059,234.2431,232533.7,235405.9,234243.1,,0.00807,0.00207,-0.0060052,0.0030801
VINDHYACHAL.FREQ,23:48:26.280,49.69451,232.5329,235.4211,234.2569,232532.9,235421.1,234256.9,,0.00132,-0.00182,-0.0038937,-0.0048488
VINDHYACHAL.FREQ,23:48:26.320,49.69486,232.5461,235.431,234.2733,232546.1,235431,234273.3,,0.01215,0.00156,-0.0122935,0.0031427
VINDHYACHAL.FREQ,23:48:26.360,49.69495,232.5803,235.4665,234.3086,232580.3,235466.5,234308.6,,0.00034,0.00076,0,0.0000879
VINDHYACHAL.FREQ,23:48:26.400,49.69486,232.5898,235.4808,234.3161,232589.8,235480.8,234316.1,,-0.00489,0.00156,0.0082299,-0.0017315
VINDHYACHAL.FREQ,23:48:26.440,49.69493,232.5802,235.456,234.302,232580.2,235456,234302,,0.00487,0.00096,-0.0021815,-0.001891
VINDHYACHAL.FREQ,23:48:26.480,49.69492,232.5832,235.4723,234.2978,232583.2,235472.3,234297.8,,-0.00364,0.00034,0.0074357,0.0029311
VINDHYACHAL.FREQ,23:48:26.520,49.69464,232.5661,235.451,234.2855,232566.1,235451,234285.5,,-0.00632,0.00058,0.0157878,-0.0012353
VINDHYACHAL.FREQ,23:48:26.560,49.69456,232.5436,235.4174,234.2568,232543.6,235417.4,234256.8,,-0.00071,0.00296,0.0060216,-0.0006542
VINDHYACHAL.FREQ,23:48:26.600,49.69467,232.5253,235.4097,234.25,232525.3,235409.7,234250,,0.00253,0.00094,-0.0031799,0.0011131
VINDHYACHAL.FREQ,23:48:26.640,49.69458,232.5149,235.4071,234.2413,232514.9,235407.1,234241.3,,0.00000,0.00288,0.0028268,0.0024021
VINDHYACHAL.FREQ,23:48:26.680,49.69463,232.5161,235.4036,234.2312,232516.1,235403.6,234231.2,,0.00230,0.00288,-0.0003353,0
VINDHYACHAL.FREQ,23:48:26.720,49.69497,232.5242,235.4201,234.2565,232524.2,235420.1,234256.5,,0.00762,-0.00067,-0.0168115,-0.0029504
VINDHYACHAL.FREQ,23:48:26.760,49.69515,232.5538,235.442,234.2816,232553.8,235442,234281.6,,0.00438,-0.00002,-0.0032336,-0.0001237
VINDHYACHAL.FREQ,23:48:26.800,49.69549,232.564,235.4563,234.2899,232564,235456.3,234289.9,,0.00987,0.00374,-0.0076488,-0.0024021
VINDHYACHAL.FREQ,23:48:26.840,49.69556,232.5772,235.4659,234.3065,232577.2,235465.9,234306.5,,0.00000,0.00025,0,-0.003691
VINDHYACHAL.FREQ,23:48:26.880,49.69537,232.5816,235.4671,234.2982,232581.6,235467.1,234298.2,,-0.00581,0.00108,0.0164062,0.0034273
VINDHYACHAL.FREQ,23:48:26.920,49.69539,232.5603,235.4553,234.2893,232560.3,235455.3,234289.3,,0.00109,0.00335,0.0055462,0.0033915
VINDHYACHAL.FREQ,23:48:26.960,49.69532,232.5561,235.4324,234.2685,232556.1,235432.4,234268.5,,-0.00268,0.00000,0.0051752,-0.0031784
VINDHYACHAL.FREQ,23:48:27.000,49.69516,232.5333,235.41,234.2453,232533.3,235410,234245.3,,-0.00309,0.00198,0.0093952,0.0034437
VINDHYACHAL.FREQ,23:48:27.040,49.69531,232.5077,235.3895,234.2358,232507.7,235389.5,234235.8,,0.00724,0.00191,-0.00415,0.0037789
VINDHYACHAL.FREQ,23:48:27.080,49.69547,232.5143,235.3914,234.2403,232514.3,235391.4,234240.3,,0.00148,0.00178,-0.0018358,0.0012353
VINDHYACHAL.FREQ,23:48:27.120,49.69543,232.5102,235.3961,234.2368,232510.2,235396.1,234236.8,,0.00037,0.00161,0,0.0009179
VINDHYACHAL.FREQ,23:48:27.160,49.69572,232.5185,235.3973,234.2425,232518.5,235397.3,234242.5,,0.00766,0.00089,-0.007242,0.0016063
VINDHYACHAL.FREQ,23:48:27.200,49.69578,232.5384,235.4278,234.2653,232538.4,235427.8,234265.3,,0.00000,-0.00062,0,0.0018537
VINDHYACHAL.FREQ,23:48:27.240,49.69591,232.5766,235.4684,234.2988,232576.6,235468.4,234298.8,,0.00567,0.00290,0.0090599,0.0062525
VINDHYACHAL.FREQ,23:48:27.280,49.69614,232.5524,235.4371,234.2786,232552.4,235437.1,234278.6,,0.00447,0.00124,-0.0026569,0.0042632
VINDHYACHAL.FREQ,23:48:27.320,49.69601,232.582,235.4658,234.3007,232582,235465.8,234300.7,,-0.00648,0.00291,0.0105068,0.0074536
VINDHYACHAL.FREQ,23:48:27.360,49.6957,232.5758,235.452,234.2872,232575.8,235452,234287.2,,-0.00738,0.00482,0.018473,0.0063926
VINDHYACHAL.FREQ,23:48:27.400,49.69587,232.5417,235.4193,234.2538,232541.7,235419.3,234253.8,,0.00731,0.00218,-0.00121,0.0075057
VINDHYACHAL.FREQ,23:48:27.440,49.69581,232.5305,235.4175,234.2587,232530.5,235417.5,234258.7,,-0.00480,0.00214,0.0127077,0.0050604
VINDHYACHAL.FREQ,23:48:27.480,49.69584,232.5425,235.4226,234.2643,232542.5,235422.6,234264.3,,0.00109,0.00491,0.0061721,0.0044689
VINDHYACHAL.FREQ,23:48:27.520,49.69611,232.5424,235.4144,234.2543,232542.4,235414.4,234254.3,,0.00777,0.00290,-0.0111878,0.003612
VINDHYACHAL.FREQ,23:48:27.560,49.69658,232.574,235.4593,234.3027,232574,235459.3,234302.7,,0.01099,0.00193,-0.0061899,0.0017747
VINDHYACHAL.FREQ,23:48:27.600,49.69699,232.5881,235.475,234.3252,232588.1,235475,234325.2,,0.00963,0.00535,0.0049099,0.0026032
VINDHYACHAL.FREQ,23:48:27.640,49.69734,232.6027,235.4777,234.3256,232602.7,235477.7,234325.6,,0.00569,0.00420,0,0.0031531
VINDHYACHAL.FREQ,23:48:27.680,49.69734,232.6278,235.5062,234.3519,232627.8,235506.2,234351.9,,0.00000,0.00381,0.0031158,0.003992
VINDHYACHAL.FREQ,23:48:27.720,49.69738,232.6083,235.4945,234.3252,232608.3,235494.5,234325.2,,0.00036,0.00736,0.0154525,0.0095457
VINDHYACHAL.FREQ,23:48:27.760,49.69744,232.5831,235.4694,234.3121,232583.1,235469.4,234312.1,,0.00171,0.00582,0.0120178,0.0045374
VINDHYACHAL.FREQ,23:48:27.800,49.69742,232.5768,235.4667,234.2939,232576.8,235466.7,234293.9,,-0.00099,0.00699,0.0154778,0.0046104
VINDHYACHAL.FREQ,23:48:27.840,49.69748,232.5627,235.4547,234.282,232562.7,235454.7,234282,,0.00260,0.00410,0.0009507,0.0044599
VINDHYACHAL.FREQ,23:48:27.880,49.69777,232.5721,235.4597,234.3016,232572.1,235459.7,234301.6,,0.01025,0.00322,-0.0060096,0.0018924
VINDHYACHAL.FREQ,23:48:27.920,49.6981,232.5834,235.4751,234.3131,232583.4,235475.1,234313.1,,0.00889,0.00345,0.0038028,0.0017926
VINDHYACHAL.FREQ,23:48:27.960,49.69852,232.59,235.4882,234.3218,232590,235488.2,234321.8,,0.01027,0.00435,-0.0013813,0.0004053
VINDHYACHAL.FREQ,23:48:28.000,49.69885,232.6122,235.4989,234.3301,232612.2,235498.9,234330.1,,0.00437,0.00192,-0.0047788,0.0031978
VINDHYACHAL.FREQ,23:48:28.040,49.69893,232.6442,235.5357,234.3521,232644.2,235535.7,234352.1,,0.00247,0.00529,0.0075057,0.0019923
VINDHYACHAL.FREQ,23:48:28.080,49.69916,232.6048,235.4924,234.3284,232604.8,235492.4,234328.4,,0.00718,0.00227,0.0019178,0
VINDHYACHAL.FREQ,23:48:28.120,49.69936,232.6043,235.4838,234.322,232604.3,235483.8,234322,,0.00297,0.00111,0.0024199,-0.0023216
VINDHYACHAL.FREQ,23:48:28.160,49.69915,232.5986,235.4823,234.3104,232598.6,235482.3,234310.4,,-0.00619,0.00579,0.0179127,0.0070736
VINDHYACHAL.FREQ,23:48:28.200,49.69921,232.5555,235.4357,234.2853,232555.5,235435.7,234285.3,,0.00519,0.00652,0.0140414,0.0113547
VINDHYACHAL.FREQ,23:48:28.240,49.69944,232.5394,235.4385,234.2723,232539.4,235438.5,234272.3,,0.00523,-0.00025,-0.0076383,0.0030056
VINDHYACHAL.FREQ,23:48:28.280,49.69943,232.5516,235.4404,234.2684,232551.6,235440.4,234268.4,,-0.00148,0.00524,0.0118092,0.0093162
VINDHYACHAL.FREQ,23:48:28.320,49.69951,232.5345,235.4036,234.2551,232534.5,235403.6,234255.1,,0.00347,0.00000,0,0
VINDHYACHAL.FREQ,23:48:28.360,49.69979,232.5453,235.425,234.2686,232545.3,235425,234268.6,,0.00903,-0.00087,-0.0182405,-0.0108108
VINDHYACHAL.FREQ,23:48:28.400,49.70003,232.5616,235.4494,234.2838,232561.6,235449.4,234283.8,,0.00560,0.00122,-0.0028431,0
VINDHYACHAL.FREQ,23:48:28.440,49.70026,232.5647,235.4439,234.2957,232564.7,235443.9,234295.7,,0.00494,0.00119,-0.0038654,-0.0023678
VINDHYACHAL.FREQ,23:48:28.480,49.70026,232.5821,235.4646,234.3189,232582.1,235464.6,234318.9,,0.00000,-0.00179,0,-0.000979
VINDHYACHAL.FREQ,23:48:28.520,49.70007,232.571,235.4527,234.2988,232571,235452.7,234298.8,,-0.00793,0.00384,0.0175208,0.0118896
VINDHYACHAL.FREQ,23:48:28.560,49.69985,232.5299,235.4123,234.2466,232529.9,235412.3,234246.6,,-0.00479,0.00000,0.0004858,-0.0000015
VINDHYACHAL.FREQ,23:48:28.600,49.69962,232.5081,235.3923,234.2391,232508.1,235392.3,234239.1,,-0.00534,-0.00298,0.0005648,-0.0041872
VINDHYACHAL.FREQ,23:48:28.640,49.6995,232.5008,235.3854,234.2175,232500.8,235385.4,234217.5,,-0.00299,-0.00041,0.0109375,0.0054687
VINDHYACHAL.FREQ,23:48:28.680,49.69946,232.4834,235.3644,234.2027,232483.4,235364.4,234202.7,,0.00152,-0.00120,-0.010024,0.0013843
VINDHYACHAL.FREQ,23:48:28.720,49.69956,232.5198,235.3968,234.2288,232519.8,235396.8,234228.8,,0.00187,-0.00130,-0.0092506,-0.0045702
VINDHYACHAL.FREQ,23:48:28.760,49.69944,232.5199,235.4119,234.2429,232519.9,235411.9,234242.9,,-0.00255,-0.00073,-0.0017524,-0.0000015
VINDHYACHAL.FREQ,23:48:28.800,49.69955,232.5208,235.4049,234.2378,232520.8,235404.9,234237.8,,0.00286,-0.00085,-0.010182,-0.0044927
VINDHYACHAL.FREQ,23:48:28.840,49.69963,232.5664,235.4541,234.275,232566.4,235454.1,234275,,0.00000,-0.00183,-0.0044853,-0.0057071
VINDHYACHAL.FREQ,23:48:28.880,49.6995,232.5693,235.4578,234.2884,232569.3,235457.8,234288.4,,-0.00608,-0.00085,0.0066683,0
VINDHYACHAL.FREQ,23:48:28.920,49.69942,232.5693,235.4427,234.2823,232569.3,235442.7,234282.3,,-0.00072,-0.00025,-0.0012994,-0.003171
VINDHYACHAL.FREQ,23:48:28.960,49.69933,232.5608,235.4412,234.2727,232560.8,235441.2,234272.7,,-0.00355,0.00023,0.0040486,0.0004411
VINDHYACHAL.FREQ,23:48:29.000,49.69904,232.5293,235.3974,234.2345,232529.3,235397.4,234234.5,,-0.00784,0.00031,0.0099257,-0.0017449
VINDHYACHAL.FREQ,23:48:29.040,49.6991,232.5039,235.3728,234.2138,232503.9,235372.8,234213.8,,0.00313,0.00000,0,-0.0000015
VINDHYACHAL.FREQ,23:48:29.080,49.69921,232.511,235.3866,234.2093,232511,235386.6,234209.3,,0.00083,-0.00016,-0.0045329,-0.0019506
VINDHYACHAL.FREQ,23:48:29.120,49.69915,232.5034,235.394,234.2169,232503.4,235394,234216.9,,0.00048,0.00038,0.0045538,0.0034928
VINDHYACHAL.FREQ,23:48:29.160,49.69956,232.4993,235.3828,234.2207,232499.3,235382.8,234220.7,,0.01472,-0.00047,-0.0169396,-0.0075147
VINDHYACHAL.FREQ,23:48:29.200,49.69993,232.5288,235.3989,234.2378,232528.8,235398.9,234237.8,,0.00638,-0.00200,-0.0119031,-0.004676
VINDHYACHAL.FREQ,23:48:29.240,49.69987,232.5345,235.4132,234.2511,232534.5,235413.2,234251.1,,-0.00372,0.00146,0.010781,0.002718
VINDHYACHAL.FREQ,23:48:29.280,49.70005,232.5369,235.414,234.2424,232536.9,235414,234242.4,,0.00543,0.00344,-0.0038505,-0.0040427
VINDHYACHAL.FREQ,23:48:29.320,49.70005,232.544,235.4328,234.2619,232544,235432.8,234261.9,,0.00000,0.00000,0.0000015,0
VINDHYACHAL.FREQ,23:48:29.360,49.69978,232.5353,235.4174,234.2452,232535.3,235417.4,234245.2,,-0.00584,0.00422,0.0130877,0.0033543
VINDHYACHAL.FREQ,23:48:29.400,49.69971,232.499,235.3656,234.2099,232499,235365.6,234209.9,,0.00040,0.00190,0.0044942,0.0015453
VINDHYACHAL.FREQ,23:48:29.440,49.69965,232.4887,235.3652,234.1855,232488.7,235365.2,234185.5,,-0.00287,0.00167,0.0040352,0.0034168
VINDHYACHAL.FREQ,23:48:29.480,49.69963,232.4817,235.3451,234.1786,232481.7,235345.1,234178.6,,0.00000,0.00248,0.0018269,0.0031173
VINDHYACHAL.FREQ,23:48:29.520,49.69981,232.4733,235.3426,234.1797,232473.3,235342.6,234179.7,,0.00531,0.00159,-0.0047863,0.0043631
VINDHYACHAL.FREQ,23:48:29.560,49.70001,232.4876,235.3584,234.189,232487.6,235358.4,234189,,0.00369,0.00000,-0.0047594,-0.0018358
VINDHYACHAL.FREQ,23:48:29.600,49.70024,232.4919,235.3819,234.2038,232491.9,235381.9,234203.8,,0.00638,0.00258,-0.003311,0.0013769
