tagname,timestamp,Hz,Phasa-A (kV),Phasa-B (kV),Phasa-C (kV),VindhyachalVol_A,VindhyachalVol_B,VindhyachalVol_C,,Vindhyachal,Kanpur,Dadri,Moga
VINDHYACHAL.FREQ,23:48:00.000,49.66636,232.4138,235.2008,234.1796,232413.8,235200.8,234179.6,,0.00497,0.00923,0.0179157,0.0090241
VINDHYACHAL.FREQ,23:48:00.040,49.66646,232.4041,235.1991,234.1578,232404.1,235199.1,234157.8,,0.00474,0.01217,0.0208765,0.0095412
VINDHYACHAL.FREQ,23:48:00.080,49.66646,232.3773,235.223,234.0977,232377.3,235223,234097.7,,0.00000,0.00000,0.0078559,0.0038654
VINDHYACHAL.FREQ,23:48:00.120,49.66685,232.3693,235.2031,234.0843,232369.3,235203.1,234084.3,,0.01182,0.01983,0.0337601,0.0229552
VINDHYACHAL.FREQ,23:48:00.160,49.667,232.3562,235.2069,234.0706,232356.2,235206.9,234070.6,,-0.00020,0.00000,0,0
VINDHYACHAL.FREQ,23:48:00.200,49.66715,232.435,235.2882,234.1614,232435,235288.2,234161.4,,0.01038,-0.00453,-0.0095725,0.0042111
VINDHYACHAL.FREQ,23:48:00.240,49.66755,232.4482,235.3008,234.1703,232448.2,235300.8,234170.3,,0.00511,-0.00522,-0.0070333,0.0102207
VINDHYACHAL.FREQ,23:48:00.280,49.66741,232.4449,235.2991,234.1569,232444.9,235299.1,234156.9,,-0.00080,-0.01638,-0.0298441,-0.0051737
VINDHYACHAL.FREQ,23:48:00.320,49.66737,232.4628,235.3197,234.1812,232462.8,235319.7,234181.2,,-0.00414,-0.00521,-0.0152901,-0.0059053
VINDHYACHAL.FREQ,23:48:00.360,49.66724,232.4577,235.3126,234.1816,232457.7,235312.6,234181.6,,0.00000,0.00000,0.0112087,0.0104785
VINDHYACHAL.FREQ,23:48:00.400,49.66706,232.4505,235.3048,234.1794,232450.5,235304.8,234179.4,,-0.00854,-0.00260,0,0.003916
VINDHYACHAL.FREQ,23:48:00.440,49.6667,232.453,235.3102,234.1781,232453,235310.2,234178.1,,-0.00799,-0.00685,-0.0045359,-0.0053376
VINDHYACHAL.FREQ,23:48:00.480,49.66626,232.4383,235.2981,234.1657,232438.3,235298.1,234165.7,,-0.01373,-0.00709,0.0090808,0.0034556
VINDHYACHAL.FREQ,23:48:00.520,49.66585,232.4118,235.2634,234.1284,232411.8,235263.4,234128.4,,-0.00878,-0.00235,0.0031978,0.001882
VINDHYACHAL.FREQ,23:48:00.560,49.66536,232.3956,235.2338,234.111,232395.6,235233.8,234111,,-0.01304,-0.00350,-0.0076711,-0.0060126
VINDHYACHAL.FREQ,23:48:00.600,49.66486,232.3827,235.2395,234.1033,232382.7,235239.5,234103.3,,-0.00931,-0.00316,0.0078678,-0.0003174
VINDHYACHAL.FREQ,23:48:00.640,49.66482,232.3996,235.2475,234.1136,232399.6,235247.5,234113.6,,0.00000,-0.00161,-0.0050023,-0.0017434
VINDHYACHAL.FREQ,23:48:00.680,49.66489,232.4193,235.2686,234.1366,232419.3,235268.6,234136.6,,-0.00023,-0.00241,-0.0118136,-0.0079483
VINDHYACHAL.FREQ,23:48:00.720,49.6647,232.4685,235.3145,234.1833,232468.5,235314.5,234183.3,,-0.00293,-0.00038,-0.0057802,-0.0080138
VINDHYACHAL.FREQ,23:48:00.760,49.66485,232.5127,235.3603,234.227,232512.7,235360.3,234227,,0.00585,0.00186,-0.0064582,-0.0060067
VINDHYACHAL.FREQ,23:48:00.800,49.66488,232.5457,235.3985,234.2573,232545.7,235398.5,234257.3,,0.00000,0.00233,0,-0.0032052
VINDHYACHAL.FREQ,23:48:00.840,49.66461,232.5697,235.4251,234.2863,232569.7,235425.1,234286.3,,-0.00734,0.00113,0.0084162,-0.0069723
VINDHYACHAL.FREQ,23:48:00.880,49.66463,232.5621,235.4226,234.2813,232562.1,235422.6,234281.3,,0.00264,0.00356,0.0056863,-0.0060245
VINDHYACHAL.FREQ,23:48:00.920,49.66451,232.5479,235.402,234.2645,232547.9,235402,234264.5,,-0.00596,0.00037,0.0065699,-0.0068605
VINDHYACHAL.FREQ,23:48:00.960,49.66444,232.5536,235.4036,234.28,232553.6,235403.6,234280,,0.00000,0.00044,0.0008106,-0.0061303
VINDHYACHAL.FREQ,23:48:01.000,49.66464,232.5561,235.3927,234.265,232556.1,235392.7,234265,,0.00826,0.00220,-0.0030994,-0.0061989
VINDHYACHAL.FREQ,23:48:01.040,49.66508,232.5583,235.4158,234.2839,232558.3,235415.8,234283.9,,0.01072,0.00305,-0.0067815,-0.0095055
VINDHYACHAL.FREQ,23:48:01.080,49.66541,232.566,235.4243,234.2867,232566,235424.3,234286.7,,0.00841,0.00167,-0.0027642,-0.0032842
VINDHYACHAL.FREQ,23:48:01.120,49.66587,232.5399,235.3982,234.2617,232539.9,235398.2,234261.7,,0.01019,0.00000,-0.0132129,-0.0045389
VINDHYACHAL.FREQ,23:48:01.160,49.66629,232.5564,235.4295,234.2941,232556.4,235429.5,234294.1,,0.01158,-0.00136,-0.0145167,-0.0047937
VINDHYACHAL.FREQ,23:48:01.200,49.66662,232.557,235.427,234.2914,232557,235427,234291.4,,0.00690,0.00087,0.0058204,-0.002341
VINDHYACHAL.FREQ,23:48:01.240,49.66682,232.5476,235.4029,234.2604,232547.6,235402.9,234260.4,,0.00245,-0.00224,-0.0004843,0.0009447
VINDHYACHAL.FREQ,23:48:01.280,49.66682,232.5288,235.3761,234.2438,232528.8,235376.1,234243.8,,0.00000,-0.00119,-0.0000015,0
VINDHYACHAL.FREQ,23:48:01.320,49.66661,232.4847,235.3196,234.1903,232484.7,235319.6,234190.3,,-0.00625,0.00000,0.0151351,0.0059351
VINDHYACHAL.FREQ,23:48:01.360,49.66655,232.4292,235.2772,234.1414,232429.2,235277.2,234141.4,,-0.00107,-0.00171,0,0.006023
VINDHYACHAL.FREQ,23:48:01.400,49.66632,232.4168,235.2669,234.1246,232416.8,235266.9,234124.6,,-0.00654,-0.00200,0.0090063,0.0031993
VINDHYACHAL.FREQ,23:48:01.440,49.66612,232.3865,235.2261,234.099,232386.5,235226.1,234099,,-0.00428,-0.00062,-0.0011131,0.004378
VINDHYACHAL.FREQ,23:48:01.480,49.6662,232.3715,235.2168,234.0892,232371.5,235216.8,234089.2,,0.00301,-0.00154,-0.0109315,0.0028968
VINDHYACHAL.FREQ,23:48:01.520,49.6661,232.3898,235.2314,234.1028,232389.8,235231.4,234102.8,,-0.00517,-0.00092,-0.0064269,0.0023633
VINDHYACHAL.FREQ,23:48:01.560,49.66587,232.4066,235.2587,234.1321,232406.6,235258.7,234132.1,,-0.00599,0.00000,0.0071198,0.002031
VINDHYACHAL.FREQ,23:48:01.600,49.66581,232.4194,235.2637,234.1536,232419.4,235263.7,234153.6,,0.00088,-0.00016,-0.0077173,0.0085652
VINDHYACHAL.FREQ,23:48:01.640,49.66571,232.4545,235.3148,234.1687,232454.5,235314.8,234168.7,,-0.00457,-0.00178,0.0028938,0.0090599
VINDHYACHAL.FREQ,23:48:01.680,49.66535,232.4537,235.3158,234.177,232453.7,235315.8,234177,,-0.01151,0.00060,0.0122026,0.0080884
VINDHYACHAL.FREQ,23:48:01.720,49.66501,232.456,235.3117,234.1757,232456,235311.7,234175.7,,-0.00827,0.00002,0.006853,0.0028819
VINDHYACHAL.FREQ,23:48:01.760,49.66464,232.4787,235.3275,234.1891,232478.7,235327.5,234189.1,,-0.00991,0.00000,0.0084043,0.0051245
VINDHYACHAL.FREQ,23:48:01.800,49.66438,232.4585,235.3133,234.1752,232458.5,235313.3,234175.2,,-0.00479,0.00259,0.0081241,0.0048384
VINDHYACHAL.FREQ,23:48:01.840,49.66443,232.4578,235.3273,234.1837,232457.8,235327.3,234183.7,,0.00242,0.00215,-0.0035688,0.0019416
VINDHYACHAL.FREQ,23:48:01.880,49.66468,232.4911,235.3548,234.22,232491.1,235354.8,234220,,0.00623,0.00262,0.0024542,0.0058979
VINDHYACHAL.FREQ,23:48:01.920,49.66484,232.4978,235.3499,234.2273,232497.8,235349.9,234227.3,,0.00599,0.00226,0.0019252,0.0045761
VINDHYACHAL.FREQ,23:48:01.960,49.6652,232.5272,235.389,234.2547,232527.2,235389,234254.7,,0.01039,0.00099,-0.016281,-0.0061288
VINDHYACHAL.FREQ,23:48:02.000,49.66544,232.5554,235.409,234.2693,232555.4,235409,234269.3,,0.00320,0.00258,0.000003,0.0024557
VINDHYACHAL.FREQ,23:48:02.040,49.66565,232.5644,235.4362,234.292,232564.4,235436.2,234292,,0.00629,0.00305,0.011231,0.0039041
VINDHYACHAL.FREQ,23:48:02.080,49.66597,232.5791,235.4388,234.3061,232579.1,235438.8,234306.1,,0.00823,0.00445,0.0015125,-0.0056237
VINDHYACHAL.FREQ,23:48:02.120,49.66603,232.5753,235.4379,234.2936,232575.3,235437.9,234293.6,,0.00000,0.00231,0.0088111,-0.0009879
VINDHYACHAL.FREQ,23:48:02.160,49.66592,232.5472,235.3944,234.2523,232547.2,235394.4,234252.3,,-0.00081,0.00426,0.0080362,0.0011206
VINDHYACHAL.FREQ,23:48:02.200,49.66615,232.534,235.3854,234.2535,232534,235385.4,234253.5,,0.00821,0.00256,-0.0038847,-0.0016242
VINDHYACHAL.FREQ,23:48:02.240,49.66624,232.5127,235.3658,234.2207,232512.7,235365.8,234220.7,,-0.00122,-0.00098,0.0033379,-0.0026137
VINDHYACHAL.FREQ,23:48:02.280,49.66638,232.512,235.3633,234.226,232512,235363.3,234226,,0.00532,0.00191,-0.001511,0
VINDHYACHAL.FREQ,23:48:02.320,49.66678,232.5131,235.3565,234.2196,232513.1,235356.5,234219.6,,0.01014,0.00000,-0.0064105,-0.0046343
VINDHYACHAL.FREQ,23:48:02.360,49.6671,232.5201,235.3648,234.2279,232520.1,235364.8,234227.9,,0.00668,-0.00050,-0.0077978,-0.0018656
VINDHYACHAL.FREQ,23:48:02.400,49.66723,232.5329,235.3896,234.253,232532.9,235389.6,234253,,0.00442,0.00035,0.0007868,-0.0025779
VINDHYACHAL.FREQ,23:48:02.440,49.66736,232.5253,235.3842,234.2359,232525.3,235384.2,234235.9,,0.00000,-0.00031,-0.0051394,-0.0029564
VINDHYACHAL.FREQ,23:48:02.480,49.6673,232.5278,235.3707,234.2402,232527.8,235370.7,234240.2,,-0.00312,-0.00366,0.0006616,-0.000608
VINDHYACHAL.FREQ,23:48:02.520,49.66705,232.5155,235.3643,234.2244,232515.5,235364.3,234224.4,,-0.00444,0.00177,0.0022605,-0.0000015
VINDHYACHAL.FREQ,23:48:02.560,49.66678,232.4704,235.3319,234.191,232470.4,235331.9,234191,,-0.00785,-0.00263,0.0035509,-0.0006989
VINDHYACHAL.FREQ,23:48:02.600,49.66637,232.46,235.3174,234.1806,232460,235317.4,234180.6,,-0.00925,0.00000,0.0066936,0.0020742
VINDHYACHAL.FREQ,23:48:02.640,49.66623,232.4491,235.3013,234.161,232449.1,235301.3,234161,,0.00000,-0.00024,0,-0.0014707
VINDHYACHAL.FREQ,23:48:02.680,49.66636,232.4377,235.2953,234.1629,232437.7,235295.3,234162.9,,0.00211,-0.00183,-0.0142962,-0.0019073
VINDHYACHAL.FREQ,23:48:02.720,49.66607,232.4622,235.3213,234.1877,232462.2,235321.3,234187.7,,-0.00755,-0.00078,0.0023201,0.0043854
VINDHYACHAL.FREQ,23:48:02.760,49.66609,232.4724,235.3369,234.1917,232472.4,235336.9,234191.7,,0.00598,0.00150,-0.0095993,-0.0024691
VINDHYACHAL.FREQ,23:48:02.800,49.66634,232.4968,235.352,234.2037,232496.8,235352,234203.7,,0.00460,-0.00500,-0.0132859,-0.0049382
VINDHYACHAL.FREQ,23:48:02.840,49.66615,232.5413,235.3858,234.2491,232541.3,235385.8,234249.1,,-0.00720,-0.00006,0.0067905,0.004375
VINDHYACHAL.FREQ,23:48:02.880,49.66599,232.5377,235.4023,234.2579,232537.7,235402.3,234257.9,,-0.00126,0.00200,0.0071883,-0.0034004
VINDHYACHAL.FREQ,23:48:02.920,49.666,232.5347,235.3768,234.2429,232534.7,235376.8,234242.9,,0.00000,-0.00336,-0.0027269,-0.0062317
VINDHYACHAL.FREQ,23:48:02.960,49.66581,232.5203,235.378,234.2328,232520.3,235378,234232.8,,-0.00691,-0.00019,0.0129327,0.0026286
VINDHYACHAL.FREQ,23:48:03.000,49.6657,232.4994,235.3539,234.2109,232499.4,235353.9,234210.9,,0.00000,0.00346,0.0054419,0.0055641
VINDHYACHAL.FREQ,23:48:03.040,49.66579,232.4787,235.3288,234.1912,232478.7,235328.8,234191.2,,0.00365,-0.00192,-0.0088468,-0.0040829
VINDHYACHAL.FREQ,23:48:03.080,49.66586,232.5087,235.3515,234.2164,232508.7,235351.5,234216.4,,0.00172,0.00127,-0.0007257,0
VINDHYACHAL.FREQ,23:48:03.120,49.6661,232.5075,235.3503,234.203,232507.5,235350.3,234203,,0.00825,0.00000,-0.0055492,-0.0003874
VINDHYACHAL.FREQ,23:48:03.160,49.66639,232.4978,235.361,234.2121,232497.8,235361,234212.1,,0.00457,-0.00108,-0.0095785,-0.0037581
VINDHYACHAL.FREQ,23:48:03.200,49.66648,232.5304,235.3794,234.243,232530.4,235379.4,234243,,0.00000,-0.00075,0,-0.0011101
VINDHYACHAL.FREQ,23:48:03.240,49.66655,232.5178,235.3763,234.227,232517.8,235376.3,234227,,0.00479,0.00162,0.004296,-0.0021592
VINDHYACHAL.FREQ,23:48:03.280,49.66672,232.5159,235.38,234.2267,232515.9,235380,234226.7,,0.00314,0.00000,-0.0016361,0.001125
VINDHYACHAL.FREQ,23:48:03.320,49.66666,232.5322,235.3924,234.2436,232532.2,235392.4,234243.6,,-0.00247,0.00284,0.0126764,0.0000015
VINDHYACHAL.FREQ,23:48:03.360,49.66652,232.4956,235.3483,234.2018,232495.6,235348.3,234201.8,,-0.00332,0.00211,0.0102326,0
VINDHYACHAL.FREQ,23:48:03.400,49.6665,232.4828,235.3408,234.1915,232482.8,235340.8,234191.5,,0.00084,0.00262,0.003919,0.0032261
VINDHYACHAL.FREQ,23:48:03.440,49.66644,232.4754,235.3349,234.1789,232475.4,235334.9,234178.9,,-0.00358,0.00324,0.0104427,0.0022262
VINDHYACHAL.FREQ,23:48:03.480,49.66644,232.4614,235.3138,234.1649,232461.4,235313.8,234164.9,,0.00000,0.00177,0,0.0030801
VINDHYACHAL.FREQ,23:48:03.520,49.6666,232.4558,235.3219,234.1652,232455.8,235321.9,234165.2,,0.00631,-0.00085,-0.0096187,0.0034511
VINDHYACHAL.FREQ,23:48:03.560,49.66676,232.4735,235.3333,234.182,232473.5,235333.3,234182,,0.00433,0.00132,-0.0047863,-0.0015318
VINDHYACHAL.FREQ,23:48:03.600,49.66698,232.4743,235.3283,234.1775,232474.3,235328.3,234177.5,,0.00593,0.00000,-0.0107154,-0.0035107
VINDHYACHAL.FREQ,23:48:03.640,49.66711,232.5048,235.3541,234.2099,232504.8,235354.1,234209.9,,0.00305,0.00014,0,0.0010774
VINDHYACHAL.FREQ,23:48:03.680,49.66707,232.5046,235.3619,234.2208,232504.6,235361.9,234220.8,,-0.00235,0.00176,0.0051752,0.0005886
VINDHYACHAL.FREQ,23:48:03.720,49.66703,232.4863,235.3502,234.1997,232486.3,235350.2,234199.7,,0.00089,0.00166,0.0011384,-0.0007957
VINDHYACHAL.FREQ,23:48:03.760,49.66701,232.4862,235.3524,234.1932,232486.2,235352.4,234193.2,,-0.00302,0.00269,0.0104442,0.0051185
VINDHYACHAL.FREQ,23:48:03.800,49.66681,232.4718,235.3279,234.1725,232471.8,235327.9,234172.5,,-0.00567,0.00417,0.0132993,0.0067189
VINDHYACHAL.FREQ,23:48:03.840,49.66673,232.4372,235.2899,234.1499,232437.2,235289.9,234149.9,,0.00000,0.00013,-0.0011489,0
VINDHYACHAL.FREQ,23:48:03.880,49.66692,232.4529,235.3105,234.1609,232452.9,235310.5,234160.9,,0.00706,0.00200,-0.0100762,-0.0032321
VINDHYACHAL.FREQ,23:48:03.920,49.66685,232.4427,235.297,234.1489,232442.7,235297,234148.9,,-0.00436,0.00203,0.0131846,0.0079468
VINDHYACHAL.FREQ,23:48:03.960,49.66706,232.4563,235.3206,234.162,232456.3,235320.6,234162,,0.00758,0.00136,-0.0134945,0.0045985
VINDHYACHAL.FREQ,23:48:04.000,49.66746,232.4778,235.3378,234.1979,232477.8,235337.8,234197.9,,0.01206,0.00148,-0.0110462,0.0008494
VINDHYACHAL.FREQ,23:48:04.040,49.66757,232.4973,235.3705,234.2154,232497.3,235370.5,234215.4,,0.00030,0.00300,0.0141665,0.0047684
VINDHYACHAL.FREQ,23:48:04.080,49.66785,232.5262,235.3925,234.228,232526.2,235392.5,234228,,0.01056,0.00327,0.0102699,0.0048742
VINDHYACHAL.FREQ,23:48:04.120,49.66799,232.5203,235.3817,234.231,232520.3,235381.7,234231,,0.00000,0.00000,-0.0003532,-0.0034451
VINDHYACHAL.FREQ,23:48:04.160,49.66776,232.5068,235.3743,234.2257,232506.8,235374.3,234225.7,,-0.00937,0.00185,0.0120014,-0.0000015
VINDHYACHAL.FREQ,23:48:04.200,49.66778,232.4869,235.3543,234.2025,232486.9,235354.3,234202.5,,0.00091,0.00405,0.0105172,0.0109151
VINDHYACHAL.FREQ,23:48:04.240,49.66784,232.4584,235.3171,234.1606,232458.4,235317.1,234160.6,,-0.00083,-0.00082,0.0032589,0
VINDHYACHAL.FREQ,23:48:04.280,49.66766,232.4454,235.3001,234.1549,232445.4,235300.1,234154.9,,-0.00237,0.00098,0.0108883,0.0056505
VINDHYACHAL.FREQ,23:48:04.320,49.66784,232.4287,235.2851,234.1423,232428.7,235285.1,234142.3,,0.00881,0.00855,-0.0000015,0.0036299
VINDHYACHAL.FREQ,23:48:04.360,49.66827,232.4527,235.3118,234.152,232452.7,235311.8,234152,,0.00793,0.00079,-0.0111088,-0.0020832
VINDHYACHAL.FREQ,23:48:04.400,49.66838,232.4848,235.3469,234.1953,232484.8,235346.9,234195.3,,0.00352,0.00000,0.0011131,-0.0000536
VINDHYACHAL.FREQ,23:48:04.440,49.66875,232.4977,235.3572,234.1963,232497.7,235357.2,234196.3,,0.00900,0.00343,0.0010073,0.0046104
VINDHYACHAL.FREQ,23:48:04.480,49.66877,232.5147,235.3845,234.2166,232514.7,235384.5,234216.6,,0.00000,0.00203,0,-0.0017852
VINDHYACHAL.FREQ,23:48:04.520,49.66853,232.5237,235.3843,234.2286,232523.7,235384.3,234228.6,,-0.00743,0.00269,0.0121504,0.0039026
VINDHYACHAL.FREQ,23:48:04.560,49.66845,232.5062,235.3712,234.2104,232506.2,235371.2,234210.4,,-0.00048,0.00394,0.0063747,0.0052974
VINDHYACHAL.FREQ,23:48:04.600,49.66829,232.5065,235.3528,234.2036,232506.5,235352.8,234203.6,,-0.00507,0.00083,0.0071883,0.0015527
VINDHYACHAL.FREQ,23:48:04.640,49.66813,232.4817,235.3367,234.1945,232481.7,235336.7,234194.5,,-0.00284,0.00295,0.0070289,0.0030383
VINDHYACHAL.FREQ,23:48:04.680,49.66817,232.4768,235.3263,234.182,232476.8,235326.3,234182,,0.00256,0.00000,0,0
VINDHYACHAL.FREQ,23:48:04.720,49.66829,232.4855,235.3376,234.1935,232485.5,235337.6,234193.5,,0.00035,-0.00166,-0.0109851,-0.0021547
VINDHYACHAL.FREQ,23:48:04.760,49.66837,232.5062,235.3623,234.2119,232506.2,235362.3,234211.9,,0.00316,0.00062,-0.0006542,0.0016257
VINDHYACHAL.FREQ,23:48:04.800,49.66872,232.4929,235.3577,234.2011,232492.9,235357.7,234201.1,,0.00998,-0.00018,-0.0171483,-0.0023678
VINDHYACHAL.FREQ,23:48:04.840,49.66896,232.5386,235.3992,234.2374,232538.6,235399.2,234237.4,,0.00327,0.00065,-0.0004962,-0.0044152
VINDHYACHAL.FREQ,23:48:04.880,49.669,232.5474,235.4309,234.2595,232547.4,235430.9,234259.5,,0.00081,0.00546,0.0149399,0.0058457
VINDHYACHAL.FREQ,23:48:04.920,49.66923,232.5411,235.4064,234.2604,232541.1,235406.4,234260.4,,0.00390,0.00327,0.0022769,0.0023663
VINDHYACHAL.FREQ,23:48:04.960,49.66918,232.5452,235.4057,234.249,232545.2,235405.7,234249,,-0.00302,-0.00071,0.0059515,-0.0010058
VINDHYACHAL.FREQ,23:48:05.000,49.66908,232.5158,235.3817,234.2231,232515.8,235381.7,234223.1,,0.00000,0.00283,0.0111416,0.0035495
VINDHYACHAL.FREQ,23:48:05.040,49.66923,232.4723,235.3205,234.1729,232472.3,235320.5,234172.9,,0.00505,0.00272,0.0000015,0.0001758
VINDHYACHAL.FREQ,23:48:05.080,49.66957,232.4809,235.3364,234.1856,232480.9,235336.4,234185.6,,0.00742,0.00318,0.0029668,0.0016779
VINDHYACHAL.FREQ,23:48:05.120,49.6698,232.4811,235.3458,234.1948,232481.1,235345.8,234194.8,,0.00662,0.00507,0.0086725,0.0019953
VINDHYACHAL.FREQ,23:48:05.160,49.67018,232.4648,235.3294,234.1788,232464.8,235329.4,234178.8,,0.00869,0.00571,-0.0086799,0.003612
VINDHYACHAL.FREQ,23:48:05.200,49.67046,232.4914,235.3463,234.2049,232491.4,235346.3,234204.9,,0.00625,0.00334,-0.0049978,0.0040874
VINDHYACHAL.FREQ,23:48:05.240,49.6707,232.5181,235.3761,234.2309,232518.1,235376.1,234230.9,,0.00696,0.00343,0.0101209,0.0050426
VINDHYACHAL.FREQ,23:48:05.280,49.67093,232.492,235.3563,234.2101,232492,235356.3,234210.1,,0.00507,0.00258,-0.0027478,-0.0009105
VINDHYACHAL.FREQ,23:48:05.320,49.67104,232.5327,235.3801,234.2336,232532.7,235380.1,234233.6,,0.00197,0.00469,0.001502,0.0027999
VINDHYACHAL.FREQ,23:48:05.360,49.67104,232.5146,235.378,234.2288,232514.6,235378,234228.8,,-0.00162,0.00594,0.0145182,0.0030488
VINDHYACHAL.FREQ,23:48:05.400,49.67099,232.4778,235.3414,234.1879,232477.8,235341.4,234187.9,,-0.00076,0.00344,0.0104278,0.003612
VINDHYACHAL.FREQ,23:48:05.440,49.67094,232.4766,235.3411,234.188,232476.6,235341.1,234188,,-0.00199,0.00367,0.0086889,0.0067905
VINDHYACHAL.FREQ,23:48:05.480,49.67092,232.4696,235.3287,234.1823,232469.6,235328.7,234182.3,,0.00000,0.00419,0.001581,0.003691
VINDHYACHAL.FREQ,23:48:05.520,49.67097,232.452,235.3045,234.1631,232452,235304.5,234163.1,,0.00199,0.00200,-0.0002041,0.0012711
VINDHYACHAL.FREQ,23:48:05.560,49.67124,232.4687,235.3393,234.1872,232468.7,235339.3,234187.2,,0.00747,0.00204,-0.0043795,0.0050694
VINDHYACHAL.FREQ,23:48:05.600,49.67163,232.4921,235.362,234.2065,232492.1,235362,234206.5,,0.01047,0.00338,-0.0049859,0.0015542
VINDHYACHAL.FREQ,23:48:05.640,49.67199,232.5054,235.3606,234.2128,232505.4,235360.6,234212.8,,0.00777,0.00190,-0.0016823,0.0009984
VINDHYACHAL.FREQ,23:48:05.680,49.67209,232.5096,235.3887,234.2397,232509.6,235388.7,234239.7,,0.00124,0.00321,0,0.0027284
VINDHYACHAL.FREQ,23:48:05.720,49.67204,232.5191,235.3852,234.2357,232519.1,235385.2,234235.7,,-0.00252,0.00342,0.0081331,0.0058129
VINDHYACHAL.FREQ,23:48:05.760,49.67206,232.5105,235.3805,234.2261,232510.5,235380.5,234226.1,,0.00149,0.00172,0.010474,0.0044197
VINDHYACHAL.FREQ,23:48:05.800,49.67203,232.5173,235.3901,234.2278,232517.3,235390.1,234227.8,,-0.00147,0.00311,0.0084072,0.0041708
VINDHYACHAL.FREQ,23:48:05.840,49.67201,232.4862,235.3463,234.2018,232486.2,235346.3,234201.8,,0.00000,0.00384,0.011237,0.0100136
VINDHYACHAL.FREQ,23:48:05.880,49.67207,232.4565,235.3294,234.1786,232456.5,235329.4,234178.6,,0.00263,-0.00023,0,0
VINDHYACHAL.FREQ,23:48:05.920,49.67214,232.4785,235.3418,234.1928,232478.5,235341.8,234192.8,,0.00152,0.00415,0.0107557,0.0097111
VINDHYACHAL.FREQ,23:48:05.960,49.67223,232.466,235.3291,234.1844,232466,235329.1,234184.4,,0.00332,0.00519,-0.0004768,0.0109792
VINDHYACHAL.FREQ,23:48:06.000,49.67249,232.4736,235.3353,234.1804,232473.6,235335.3,234180.4,,0.00957,0.00261,-0.0169665,-0.0005648
VINDHYACHAL.FREQ,23:48:06.040,49.67279,232.5203,235.3864,234.2358,232520.3,235386.4,234235.8,,0.00600,0.00124,0,0.0027105
VINDHYACHAL.FREQ,23:48:06.080,49.6731,232.5331,235.3999,234.256,232533.1,235399.9,234256,,0.00830,0.00371,0.0175208,0.005573
VINDHYACHAL.FREQ,23:48:06.120,49.67323,232.5418,235.4063,234.2516,232541.8,235406.3,234251.6,,0.00000,0.00137,-0.005281,-0.0013888
VINDHYACHAL.FREQ,23:48:06.160,49.67318,232.5533,235.4167,234.267,232553.3,235416.7,234267,,-0.00224,0.00603,0.0154898,0.0101388
VINDHYACHAL.FREQ,23:48:06.200,49.67308,232.4847,235.3485,234.1971,232484.7,235348.5,234197.1,,0.00000,0.00284,0.0100493,0.0052035
VINDHYACHAL.FREQ,23:48:06.240,49.67314,232.4674,235.3289,234.183,232467.4,235328.9,234183,,0.00241,0.00332,-0.0021875,0.0016257
VINDHYACHAL.FREQ,23:48:06.280,49.67329,232.4944,235.3584,234.2139,232494.4,235358.4,234213.9,,0.00249,0.00229,0.0044897,0
VINDHYACHAL.FREQ,23:48:06.320,49.67348,232.4603,235.3386,234.1959,232460.3,235338.6,234195.9,,0.00687,0.00708,0.0089154,0.006628
VINDHYACHAL.FREQ,23:48:06.360,49.67383,232.471,235.3344,234.1943,232471,235334.4,234194.3,,0.00649,0.00445,-0.0198558,-0.0064343
VINDHYACHAL.FREQ,23:48:06.400,49.67413,232.5026,235.3634,234.2173,232502.6,235363.4,234217.3,,0.00759,0.00554,-0.0017539,0.005962
VINDHYACHAL.FREQ,23:48:06.440,49.67438,232.4848,235.3505,234.2083,232484.8,235350.5,234208.3,,0.00602,0.00157,0.0021264,0.0005767
VINDHYACHAL.FREQ,23:48:06.480,49.67474,232.5184,235.3911,234.2383,232518.4,235391.1,234238.3,,0.00953,0.00090,-0.0010163,-0.0042275
VINDHYACHAL.FREQ,23:48:06.520,49.67477,232.5328,235.4001,234.2509,232532.8,235400.1,234250.9,,0.00000,0.00484,0,0.0006273
VINDHYACHAL.FREQ,23:48:06.560,49.67477,232.5188,235.3775,234.2236,232518.8,235377.5,234223.6,,0.00012,0.00444,0.0108391,0.0037104
VINDHYACHAL.FREQ,23:48:06.600,49.67487,232.4987,235.3648,234.2194,232498.7,235364.8,234219.4,,0.00302,0.00379,0.0056937,-0.0002906
VINDHYACHAL.FREQ,23:48:06.640,49.67471,232.4822,235.3284,234.1896,232482.2,235328.4,234189.6,,-0.00572,0.00379,0.013043,0.0042304
VINDHYACHAL.FREQ,23:48:06.680,49.67466,232.452,235.3149,234.1634,232452,235314.9,234163.4,,0.00092,0.00170,0,0.0022203
VINDHYACHAL.FREQ,23:48:06.720,49.67494,232.4541,235.3254,234.1734,232454.1,235325.4,234173.4,,0.00804,0.00126,-0.0073254,0
VINDHYACHAL.FREQ,23:48:06.760,49.67495,232.449,235.3204,234.1739,232449,235320.4,234173.9,,-0.00232,0.00095,0.0017792,-0.0035062
VINDHYACHAL.FREQ,23:48:06.800,49.67503,232.4463,235.3132,234.16,232446.3,235313.2,234160,,0.00411,0.00174,-0.0027135,0.0031531
VINDHYACHAL.FREQ,23:48:06.840,49.67541,232.4709,235.3341,234.1964,232470.9,235334.1,234196.4,,0.01077,0.00046,-0.0046089,0.0000015
